51304293688,dgf,160,54
51304319511,ggc,121,239
51304333431,dde,141,127
51304356395,eaa,148,63
51304361752,eed,30,150
51304381423,eeg,149,264
51304423424,gfe,196,90
51304439258,afc,248,62
51304455086,aea,90,60
51304456147,dfb,255,117
51304466408,dcd,125,248
51304470623,adb,24,145
51304520033,fdb,64,71
51304520969,faf,74,242
51304553059,cbg,133,297
51304555018,gdb,210,262
51304567152,ggg,130,224
51304571098,ggg,137,183
51304583159,gab,8,18
51304600217,edg,108,32
51304606385,gdg,297,67
51304647527,dcc,153,129
51304663305,aef,274,285
51304668270,abg,137,10
51304669482,eea,279,205
51304718426,gaf,22,11
51304754348,bge,220,208
51304770425,ddb,64,47
51304771280,eae,214,278
51304798641,gfa,134,5
51304822648,gee,283,203
51304840495,daa,80,153
51304844252,ccg,209,109
51304850856,bbb,102,273
51304855467,ccb,235,110
51304861249,gff,228,112
51304869674,ega,163,79
51304883922,cge,243,118
51304886083,fae,51,169
51304906033,ddd,110,143
51304917656,cad,217,188
51304918729,bcd,292,142
51304942710,cea,265,197
51304951077,cfd,11,44
51304977123,ade,243,82
51304985060,gac,291,85
51305016150,bef,191,356
51305098232,afb,170,92
51305110606,gge,71,226
51305110779,cfb,273,286
51305155547,bba,5,274
51305164819,bee,199,52
51305185383,efd,159,108
51305200456,dad,266,207
51305208880,fde,286,77
51305293539,bgg,153,249
51305302036,aaa,249,185
51305303266,gbe,209,92
51305313013,ged,217,163
51305324086,abc,169,214
51305329497,aef,259,245
51305360191,fcd,69,280
51305368627,cab,229,125
51305398723,afb,56,83
51305414471,acc,36,151
51305416731,afe,240,262
51305451831,dfa,107,287
51305524604,edb,254,294
51305548677,eec,259,298
51305614211,dab,217,298
51305622956,bfd,174,250
51305655362,aec,149,222
51305657599,gde,30,264
51305659127,dga,128,271
51305670234,bcf,205,36
51305677470,fgc,23,259
51305679613,fab,34,292
51305683194,cgb,25,72
51305688230,bbd,94,267
51305697802,fgf,123,165
51305699890,bdc,60,119
51305739015,cff,256,216
51305758500,efa,42,152
51305759803,fbf,115,163
51305763044,cgb,56,71
51305767500,fbf,174,135
51305775654,aag,247,95
51305781935,fbg,212,171
51305790043,gbd,62,90
51305793075,ece,155,62
51305809728,bea,109,280
51305850865,eaa,56,53
51305854872,cdc,224,149
51305860316,daf,217,283
51305864152,dcf,249,163
51305870443,ded,27,17
51305879494,aae,50,107
51305913448,ffb,55,208
51305915478,dcc,279,108
51305962715,cgf,37,111
51305975632,ead,1,48
51306008749,cdd,227,216
51306009089,dgf,68,48
51306025177,dca,139,109
51306055604,eff,288,96
51306085809,fge,64,202
51306091527,edc,255,5
51306166592,acd,72,28
51306173443,bbe,75,156
51306176568,eef,253,105
51306176719,ccd,99,141
51306180850,edc,248,5
51306196807,bab,54,52
51306241514,ccc,20,295
51306304468,cbf,231,163
51306309134,age,27,162
51306312449,dfg,228,208
51306317572,aab,39,188
51306324534,ffa,113,149
51306335365,ddc,280,188
51306342650,fdg,157,213
51306360790,cde,136,164
51306363734,fga,271,16
51306372137,fad,197,122
51306406399,aaa,86,181
51306423023,beg,230,211
51306424116,faf,290,212
51306468563,dcc,169,90
51306489671,bcb,100,71
51306500819,bee,77,57
51306506607,bgc,233,264
51306510949,aeb,78,64
51306513153,cdb,249,294
51306526615,gbb,40,201
51306538258,cgg,198,219
51306551726,gcf,114,242
51306551829,abf,146,140
51306567841,bbd,165,309
51306583588,fff,296,48
51306585284,fbb,143,209
51306617532,cfg,172,133
51306638074,gaa,92,107
51306642858,aad,35,117
51306652630,ffd,50,182
51306654154,dgc,219,203
51306656299,ggb,44,52
51306657299,ace,195,259
51306676801,aba,170,287
51306708717,gec,9,63
51306709608,baa,47,12
51306710257,fbf,41,144
51306741227,cba,166,77
51306742100,fag,67,129
51306747198,bdg,81,93
51306762812,faa,43,275
51306816898,bbb,289,262
51306817068,fbe,196,202
51306817844,feg,222,108
51306818185,bec,134,196
51306823468,eee,280,217
51306828448,dbd,191,185
51306840531,bec,183,178
51306871644,edd,94,16
51306901822,afg,53,64
51306904216,afe,172,222
51306920316,bea,99,305
51306935560,deb,57,257
51306940233,bde,244,116
51306966907,bad,171,8
51306971307,egd,64,11
51306995960,bgb,218,56
51306997620,dfc,280,69
51307016780,aee,163,20
51307029390,aeg,175,232
51307066558,add,72,32
51307073747,efe,39,184
51307075140,afd,211,77
51307078815,bdb,207,237
51307091904,aga,246,87
51307134358,bbc,201,122
51307136304,gbd,297,75
51307151294,cff,235,241
51307152087,edf,235,113
51307165299,aff,66,94
51307171331,bbg,126,46
51307240198,bea,265,259
51307282252,gec,217,74
51307301151,abb,25,23
51307328623,efe,2,195
51307347765,gbg,27,27
51307365866,deb,198,269
51307367283,ecd,226,180
51307370796,aed,97,90
51307402061,bac,194,226
51307440229,aff,182,108
51307475691,gcd,294,134
51307511250,cab,198,128
51307518431,cgc,155,230
51307522952,gfe,136,94
51307565331,gdc,57,187
51307575196,gag,47,86
51307584616,ebg,187,219
51307590541,fea,234,243
51307600760,gcc,156,33
51307608769,cfa,126,262
51307639073,gfg,126,30
51307647644,bdc,143,97
51307663377,cbc,241,202
51307669585,ddg,8,189
51307688117,adc,62,274
51307710749,fbf,143,120
51307726991,bbf,152,107
51307732396,ggc,256,260
51307771937,deg,257,209
51307772401,gea,121,99
51307829842,bff,51,255
51307840349,gcd,69,143
51307875646,ebd,135,184
51307884348,cfd,176,36
51307904504,cec,250,212
51307906093,fgc,213,261
51307939783,eca,253,224
51307940272,fdf,140,62
51307951152,beg,286,236
51307954571,agd,66,72
51307969214,ede,91,125
51307975055,fdg,28,213
51307984144,acf,134,14
51308001736,bdf,206,251
51308003987,geb,89,38
51308030108,ccb,150,108
51308033917,cgg,32,203
51308040910,cca,174,296
51308043784,ega,264,67
51308047243,dad,60,225
51308054822,fac,20,211
51308072163,dac,36,167
51308111595,bfb,91,94
51308115918,dea,236,74
51308119735,ecg,21,188
51308121838,fcf,40,78
51308131661,fcc,157,52
51308135545,cfa,63,311
51308136198,fde,12,83
51308146128,gbg,177,27
51308225750,dee,81,162
51308235100,agg,167,105
51308237693,ccc,118,271
51308251607,dda,22,251
51308272124,bgf,185,18
51308275535,dag,84,96
51308276661,cee,171,157
51308278368,gdd,236,111
51308293772,bbf,245,103
51308340440,cfe,229,238
51308348021,fdc,10,209
51308350528,egf,54,103
51308354354,cbb,212,192
51308358800,dba,50,179
51308394395,bcg,106,12
51308395303,baf,241,184
51308397556,fff,117,40
51308454201,ffc,17,10
51308465383,cbf,114,143
51308476560,efc,57,69
51308485359,cba,126,66
51308488490,cbd,183,101
51308512839,daa,142,168
51308520410,gcb,201,65
51308522594,fab,45,312
51308531679,dfb,119,93
51308534853,gbf,222,250
51308539295,egb,52,41
51308540744,cdd,101,228
51308564409,feb,100,84
51308566822,eab,168,50
51308573244,bfg,194,134
51308577377,beb,249,188
51308590490,ecd,294,144
51308636533,cde,279,186
51308636649,gbb,155,239
51308645492,ege,79,129
51308653219,efc,277,57
51308663083,cdd,295,186
51308665621,aeg,238,269
51308666304,fbc,289,97
51308672411,bac,31,255
51308687193,afc,106,55
51308727774,fee,24,265
51308730787,ada,97,313
51308767464,bed,295,76
51308777020,eda,163,243
51308777746,cfa,144,264
51308784897,faa,92,225
51308808913,bdd,55,83
51308822789,ddf,78,212
51308845392,fgd,274,70
51308847332,gef,235,116
51308856816,agc,235,187
51308867086,cdf,83,108
51308874155,gbb,241,203
51308879167,ggf,79,59
51308902600,gdf,138,241
51308906183,bab,173,46
51308910911,gcg,56,160
51308913492,bfa,75,63
51308924657,ebb,38,230
51308941920,fbg,127,169
51308944746,dba,134,177
51308950741,efb,247,93
51308951711,bae,39,72
51308992635,afe,24,208
51309023278,cgd,33,290
51309039234,ade,141,79
51309054512,cce,259,106
51309055976,gfb,144,255
51309056096,ffb,176,247
51309096749,fec,15,177
51309114851,afa,294,34
51309127978,eed,198,165
51309129896,caa,119,209
51309143097,ece,167,67
51309163041,aaf,52,224
51309197286,gfd,95,131
51309217150,bgg,157,199
51309219452,abe,65,79
51309223538,cdg,234,111
51309240132,afc,6,45
51309243766,fca,161,173
51309244704,dbb,122,106
51309246854,fbb,77,213
51309247101,fcg,117,281
51309253385,fed,63,200
51309259288,gfc,2,230
51309276248,bcg,72,9
51309280106,cfg,102,135
51309284833,ccf,232,211
51309290552,fga,27,13
51309304418,gca,54,80
51309306176,ecb,86,24
51309307459,ebf,221,129
51309313386,fef,36,40
51309313745,adg,64,297
51309325096,eaf,128,232
51309327620,dfg,5,239
51309332562,fda,268,310
51309333454,eba,273,15
51309348790,ceb,169,42
51309351751,bef,33,370
51309354694,ecf,91,169
51309373351,dfd,97,141
51309390161,bed,197,66
51309392429,acd,160,24
51309421992,dec,111,259
51309440853,eac,281,277
51309457093,gac,170,91
51309492816,eea,126,182
51309509069,dbc,88,154
51309515498,dad,58,180
51309519965,aeb,241,68
51309523079,efg,2,238
51309524534,cef,37,200
51309528823,dde,17,132
51309535939,ceg,88,79
51309558166,ecc,150,174
51309569785,feg,32,102
51309570792,gga,16,323
51309582014,dab,140,250
51309617694,bfe,97,120
51309631640,fce,29,146
51309634799,dgg,237,79
51309635395,dbf,71,7
51309644298,dag,189,95
51309657420,agb,74,201
51309662699,ffg,65,204
51309677410,cae,78,292
51309713515,geg,144,6
51309714340,egg,23,242
51309717645,dff,257,13
51309720673,gbc,181,31
51309732901,fga,105,14
51309737045,gae,247,330
51309742873,dbg,91,319
51309766809,bgd,170,123
51309777766,bda,44,133
51309799040,gbb,241,235
51309800649,gdc,242,216
51309801919,bec,5,156
51309815905,gba,119,98
51309821209,ccg,123,110
51309831542,fgg,163,91
51309837726,bbc,119,129
51309852401,cdc,108,157
51309865527,bga,8,261
51309886691,dfe,148,8
51309927849,cgc,187,188
51309936237,aee,257,20
51309944365,fdd,131,180
51309952521,dgb,192,214
51309959333,bce,36,205
51309959712,cbg,129,297
51309970619,dbd,133,199
51309981454,ced,178,122
51309996058,ddg,161,183
51309998121,aae,70,94
51310047557,abc,72,248
51310059864,ddg,32,188
51310081737,ffe,118,243
51310091386,cfc,195,14
51310098580,agg,66,101
51310101624,gdb,18,222
51310104038,abd,79,123
51310116623,dcb,74,28
51310136733,dbg,78,379
51310139821,fcb,33,108
51310182478,fgc,103,261
51310185829,ccg,111,119
51310265179,fgb,270,257
51310271321,ebe,233,42
51310277738,bdd,117,83
51310284255,dfc,197,68
51310293041,ccf,175,232
51310294450,edb,84,270
51310324660,cag,260,59
51310330484,cga,102,112
51310331065,bbf,61,103
51310345521,eff,290,102
51310435662,gag,14,68
51310462468,agd,105,76
51310472664,bcc,64,52
51310496150,dcg,39,241
51310514371,dge,38,75
51310523775,gfa,273,5
51310549139,aea,288,60
51310600032,ead,22,38
51310601628,eda,276,267
51310607473,cba,29,78
51310624029,bcd,164,140
51310634523,bgb,158,48
51310671350,dbb,61,110
51310680065,bad,223,8
51310757763,aaa,129,182
51310809919,gee,171,164
51310838951,baa,164,11
51310857416,fgb,142,208
51310862399,eeb,80,9
51310924160,faf,86,178
51310928751,ggg,28,217
51310930958,ead,95,33
51310938571,aac,237,140
51310960003,cdd,105,159
51310963004,dfa,70,312
51310990749,fdb,250,65
51311013365,bgg,136,175
51311013513,cdb,107,238
51311016198,def,263,343
51311022165,bbd,10,293
51311040504,ede,130,122
51311069672,eda,198,299
51311102553,fag,260,150
51311125009,cae,145,233
51311126389,afb,139,74
51311162852,ecf,204,167
51311183395,gdg,181,73
51311202273,bef,116,299
51311219296,dea,210,66
51311275219,gbe,30,80
51311288351,ggd,183,143
51311296194,egc,152,130
51311310809,cga,128,105
51311317927,acd,42,25
51311321438,ggg,44,251
51311325083,cfa,185,314
51311344644,dda,107,263
51311392205,edf,263,115
51311448359,ccb,38,110
51311448901,fae,203,201
51311452240,fba,144,207
51311454225,dbc,175,140
51311489889,eag,89,12
51311502369,bcd,39,137
51311503062,gda,214,141
51311506443,caf,166,241
51311554512,dcf,182,145
51311563866,gff,229,101
51311593644,ada,102,366
51311614116,eab,113,45
51311615552,aeg,209,266
51311647521,aaa,296,178
51311671611,bgb,95,42
51311676939,abg,42,10
51311700062,agf,232,156
51311703606,bfc,187,62
51311705623,ffa,252,165
51311710645,adc,147,241
51311725839,bce,240,211
51311746399,afb,168,81
51311768765,ged,257,148
51311775321,gdb,133,257
51311800436,gad,266,210
51311809074,bfe,278,121
51311824630,gfc,25,188
51311859934,fdf,171,51
51311897148,cac,269,81
51311924157,gca,123,69
51311928424,aca,151,172
51311975369,bff,22,209
51311990209,deb,256,279
51311999464,gde,172,269
51312045452,bca,46,38
51312062754,fdf,76,46
51312068615,ccc,277,262
51312070980,bfg,149,135
51312088875,fcf,294,89
51312108625,ebd,228,171
51312125019,bga,4,292
51312145725,dbe,201,266
51312156799,fac,205,196
51312156905,gbg,289,28
51312168390,caa,145,238
51312172634,gfa,111,5
51312182234,gge,23,203
51312209504,ddc,220,159
51312220078,bba,244,295
51312223378,acg,22,232
51312231696,ddd,211,154
51312303718,ecc,131,193
51312329374,fef,14,40
51312339536,fbd,245,245
51312357127,fgd,170,74
51312380470,eba,104,17
51312406208,fcf,62,73
51312414867,dce,47,211
51312417217,dgd,185,236
51312489791,age,90,170
51312498357,aef,110,279
51312505174,dcc,273,75
51312514857,gcb,4,69
51312554887,bag,160,90
51312579822,gad,280,212
51312608862,fdg,113,244
51312615433,ffd,232,154
51312617688,ebc,69,280
51312625488,dfd,240,124
51312645179,gef,249,126
51312652100,ebc,280,252
51312670395,edc,203,5
51312686270,baa,109,12
51312704003,aac,108,148
51312713162,eec,151,318
51312722063,bcd,172,135
51312732900,ccd,237,163
51312743028,adf,38,195
51312743358,cda,79,126
51312746515,cdf,20,127
51312748610,fbe,269,214
51312789228,gbb,292,199
51312790446,daf,216,302
51312794363,gfb,21,247
51312804428,bed,81,62
51312819734,gbe,35,68
51312821693,beg,231,280
51312863212,cdg,148,130
51312889651,deg,40,234
51312905970,fbf,184,105
51312922537,aad,258,132
51312926579,cfd,92,32
51312938076,bcc,83,43
51312963855,gce,161,127
51312965391,cbe,233,33
51313036396,aff,56,112
51313049738,cgc,225,169
51313060280,ega,292,78
51313069952,fga,61,15
51313075578,bcb,199,73
51313077056,dbc,222,140
51313080107,cfb,229,311
51313092318,fcd,121,238
51313097131,feb,219,98
51313108092,add,23,28
51313119715,geb,53,31
51313138124,faf,5,204
51313139222,cgd,21,330
51313172296,bfd,96,247
51313187831,geb,218,35
51313193702,eeg,161,258
51313205314,abg,157,8
51313228840,fad,259,135
51313239801,fde,53,81
51313265772,agb,33,231
51313282951,ega,250,88
51313329184,gab,7,21
51313342138,add,27,22
51313362363,gfg,223,31
51313369244,cbc,162,218
51313417291,bde,217,98
51313465530,dae,181,224
51313469497,dfg,275,274
51313476982,gbd,201,87
51313485159,adb,178,168
51313486689,ffe,94,206
51313510130,bfb,245,81
51313515538,cge,258,139
51313520842,bde,64,110
51313528771,edg,71,34
51313558619,gcf,209,251
51313559532,dgf,235,55
51313563115,dda,83,294
51313575284,bad,219,8
51313578645,bbe,225,180
51313581321,gcc,105,35
51313586242,acg,25,243
51313673345,aag,45,100
51313701129,cgb,66,71
51313706267,ggg,155,266
51313707765,gad,15,239
51313708852,acf,10,15
51313726723,bea,277,297
51313728680,dge,148,78
51313758976,cfd,199,32
51313760360,gac,267,88
51313771289,bge,112,239
51313786037,dca,6,123
51313816946,aee,10,19
51313854031,aff,123,113
51313856056,edd,156,15
51313866143,fff,294,39
51313873513,aed,98,90
51313896488,acb,64,141
51313896618,cgf,211,127
51313914765,bcf,56,31
51313924318,fcg,177,320
51313955645,gaf,211,9
51313963488,aec,265,219
51313964758,ffd,196,152
51314005283,gfd,250,115
51314018452,ecb,162,24
51314022599,cab,7,152
51314027840,cbb,69,188
51314077132,ffb,195,242
51314109749,baf,103,171
51314110573,bgf,272,20
51314116122,fgd,279,61
51314155260,fbd,96,227
51314159425,ddb,283,38
51314214091,dge,263,62
51314229185,dcd,18,215
51314233718,fge,79,167
51314246612,bfb,269,64
51314248797,gdc,159,257
51314255626,fdb,212,54
51314266680,geb,120,35
51314270123,dbg,193,405
51314295132,aga,173,100
51314298693,dga,131,271
51314309144,ddf,109,178
51314322455,fbe,201,192
51314330805,gba,128,78
51314334161,afd,51,63
51314334924,afa,187,36
51314336656,adf,195,185
51314374703,dgc,36,219
51314392738,gaa,201,104
51314394092,bef,280,307
51314407930,cea,144,165
51314415342,ebc,102,267
51314448961,cad,249,161
51314460477,eae,60,266
51314466707,abb,227,21
51314468655,bae,6,68
51314485925,gea,70,90
51314486078,daa,199,164
51314500660,cfe,213,221
51314514498,gga,180,358
51314516922,acc,262,149
51314521887,aea,163,54
51314543942,fab,166,318
51314552705,fbb,160,185
51314557113,aac,226,173
51314591382,fcc,133,59
51314600852,eed,162,151
51314627586,caa,95,214
51314645555,cge,158,112
51314667470,gbb,19,232
51314676920,bda,268,121
51314677481,gec,47,59
51314683152,dae,204,248
51314687670,efd,298,96
51314698039,ede,217,107
51314706208,cbe,215,39
51314719149,ggb,239,46
51314720534,fgf,139,146
51314725724,ged,68,136
51314781557,ecg,236,199
51314831643,efe,61,161
51314841366,cff,128,277
51314867626,bee,246,63
51314938569,bgc,28,221
51314943569,gfc,2,197
51314968443,gge,129,192
51314984727,dag,19,110
51314995036,gde,227,250
51314996099,dcc,140,73
51314996345,dbe,138,303
51314998531,cbf,257,137
51315001858,bac,127,216
51315026170,cca,277,269
51315055833,egd,265,12
51315078030,aab,40,167
51315110526,bdg,232,87
51315111974,dca,64,99
51315115149,ebg,82,203
51315117770,dgc,168,251
51315139563,bbf,166,92
51315144392,aba,102,338
51315149076,gda,205,156
51315162893,fea,215,247
51315172335,eef,186,116
51315173069,fbb,210,175
51315181923,cae,138,226
51315190086,bff,103,179
51315191727,aae,54,87
51315200743,bfa,165,67
51315228303,gea,27,97
51315239737,agg,247,92
51315256187,cec,274,228
51315260113,bgd,241,130
51315276330,dec,22,259
51315317884,eca,160,210
51315336111,dga,262,314
51315343557,cfg,281,108
51315373676,gfa,133,5
51315391114,ecd,263,132
51315402007,aef,221,287
51315405011,ebf,222,143
51315407448,dfc,97,59
51315413910,abf,292,135
51315442606,ade,285,77
51315446812,eaa,139,57
51315454068,fdb,277,44
51315469497,bef,91,294
51315485765,eed,60,134
51315492571,gbc,43,25
51315504192,gga,58,289
51315522330,bcd,259,124
51315528652,bdb,232,279
51315531836,eab,272,49
51315548528,ceb,260,39
51315550112,ded,294,15
51315573504,ddd,94,140
51315621528,fbe,245,209
51315633017,dab,257,275
51315662569,dga,288,304
51315667860,efa,6,170
51315680302,gfb,62,249
51315681309,caf,277,207
51315682961,ggd,89,153
51315707654,dbf,120,7
51315709128,dfg,265,238
51315740251,adc,289,226
51315765572,gdd,43,93
51315793246,dff,109,11
51315800878,ggf,293,57
51315810709,eab,284,56
51315814156,cgf,282,143
51315815024,ffg,167,226
51315817508,daf,13,274
51315828317,ccc,221,280
51315838811,egb,259,43
51315839810,bbg,221,50
51315847124,ceg,138,64
51315896158,eea,23,191
51315908179,eaf,224,250
51315931780,cgg,86,176
51315966309,dcb,31,26
51315970789,bbb,205,238
51315972881,dgg,197,77
51315973552,egb,182,49
51315977851,afe,230,237
51316022348,dde,160,122
51316023997,aef,288,269
51316036585,dce,98,227
51316038321,cca,37,271
51316048674,eed,154,119
51316049410,fdd,23,165
51316053716,aaf,243,210
51316073895,dcf,250,120
51316101069,aeb,151,80
51316116274,dec,114,303
51316121186,bef,223,291
51316149593,fea,151,284
51316156007,ebb,40,266
51316157178,cbd,85,111
51316178689,afg,88,65
51316186762,gcd,275,124
51316203736,aef,64,277
51316212636,gca,123,57
51316221689,afb,176,94
51316241454,efg,139,199
51316259309,efc,130,62
51316259886,eee,152,208
51316259923,ggd,242,145
51316274800,aeb,41,73
51316277376,gcd,71,125
51316299999,ege,143,118
51316302568,dfe,76,6
51316327115,ddf,222,208
51316328371,ace,294,253
51316334592,cbb,254,197
51316340407,fcc,62,63
51316370964,eed,227,140
51316426656,cfd,141,32
51316443201,gde,45,282
51316480281,gcc,267,30
51316483694,aag,25,87
51316497048,cge,56,90
51316503151,eba,195,16
51316516434,bdf,260,256
51316545559,abe,157,65
51316570890,aac,288,164
51316588996,bef,23,320
51316604356,ece,214,77
51316632433,ffe,129,234
51316635384,dee,238,191
51316651694,gfe,174,94
51316664173,gdf,217,207
51316665909,afg,138,74
51316667318,fbg,85,153
51316697949,agc,16,173
51316725872,efd,216,86
51316757839,ceg,150,62
51316774777,dac,237,143
51316777651,caa,211,203
51316779453,bge,27,253
51316793358,bde,58,100
51316807623,gaa,192,113
51316816255,adf,109,155
51316820143,ddg,222,157
51316839673,baf,57,159
51316853356,fdc,176,196
51316867853,abf,118,132
51316875757,ggc,77,293
51316908772,eda,230,304
51316912034,eag,62,14
51316913338,ccf,200,204
51316929381,afc,67,44
51316936402,dcb,46,30
51316947271,fcg,196,256
51316990021,cbb,15,206
51317004866,ecf,281,145
51317008095,ccg,274,98
51317024701,efg,88,232
51317058164,egc,5,132
51317059791,cce,165,116
51317071552,bag,158,98
51317074764,fef,297,39
51317082976,fbf,80,84
51317125862,gbf,50,265
51317159637,fdg,276,202
51317175704,fee,27,238
51317185272,cba,72,92
51317195451,daf,1,246
51317225694,dba,130,207
51317261195,ced,101,128
51317279047,bbd,275,275
51317311424,bec,64,127
51317348044,baa,189,13
51317362586,bdb,83,301
51317364925,bdc,115,83
51317377526,aeg,173,295
51317378955,bbf,175,92
51317380935,ebb,35,316
51317399755,ebf,59,151
51317408965,deb,38,225
51317418572,egf,93,87
51317440525,bcg,72,9
51317446108,eee,1,245
51317483311,edb,170,305
51317486862,ecc,169,214
51317515644,bda,211,104
51317519296,cgf,222,143
51317535793,abd,138,136
51317542287,ead,94,33
51317562790,dfb,28,108
51317582194,cfa,108,310
51317593506,bac,259,174
51317613007,fed,259,186
51317616801,eff,80,97
51317628266,efg,177,276
51317639101,ffc,173,9
51317641250,efb,126,99
51317650720,cfe,10,196
51317722909,aae,232,71
51317726146,bcg,235,8
51317737653,bfb,69,61
51317773620,gae,181,369
51317791283,cfc,207,14
51317795677,cca,58,298
51317797853,eac,13,301
51317816499,dab,266,244
51317827727,bfa,8,58
51317846711,feg,183,110
51317856280,fag,265,135
51317871337,abd,210,145
51317892316,bac,129,182
51317898881,adf,101,147
51317910017,eea,170,175
51317935016,geg,134,6
51317940896,cgg,101,190
51317944405,adg,106,350
51317975321,dcg,237,267
51317976514,dcd,159,249
51317989139,fce,60,124
51317998922,fbc,158,106
51318010931,ecf,120,139
51318016566,bab,230,38
51318030319,aca,124,184
51318044394,bbe,226,180
51318069125,fac,112,186
51318085223,cae,81,223
51318097619,fgb,47,191
51318113552,gcg,137,171
51318114545,gga,23,260
51318116625,ebf,94,125
51318140172,gfa,76,5
51318142646,ege,213,119
51318145661,bea,282,320
51318146350,dce,235,238
51318154104,beb,74,212
51318159777,cbe,104,31
51318169271,acg,21,286
51318172178,adg,277,392
51318199011,cee,15,127
51318204689,gaf,70,10
51318208712,efb,203,94
51318221863,eec,296,337
51318230277,dad,130,154
